icao24,firstseen,takeofftime,lastseen,landingtime,callsign,estdepartureairport,airportofdeparture,estarrivalairport,airportofdestination,model, typecode, registration
a13767,1661990403.0,,1661992978,,FDX3857 ,,,KORD,,767-300F,,N178FE
a224fa,1662045303.0,,1662051139,,UAL1060 ,8TX7,,,,737-724,B737,N23708
a555c3,1662062355.0,,1662064135,,AAL143  ,KLAX,,,,A321-253NX,,N443AA
c819dd,1662071186.0,,1662072923,,ANZ845L ,,,NZCH,,DHC-8 311Q,DH8C,ZK-NEK
39856c,1662049865.0,,1662053439,,AFR22BA ,LFHC,,LFRN,,E190STD,E190,F-HBLM
a94ae5,1662042753.0,,1662047274,,UAL737  ,KTUL,,KDEN,,737-924ER,B739,N69806
a53966,1662048552.0,,1662049408,,N43599  ,KSNC,,KHVN,,PA-28-180,,N43599
4bb866,1662071584.0,,1662074757,,PGT99P  ,,,OJAM,,A320-251N,A20N,TC-NCF
a6f01c,1662014260.0,,1662030448,,VOS4309 ,KLAX,,,,A320-271N,,N546VL
a1087a,1661999223.0,,1662005619,,FDX1647 ,,,KIND,,767-300F,,N166FE
151fb9,1662009606.0,,1662021470,,AUL109  ,,,,,Boeing 737-8JP,B738,RA-73657
706130,1661993475.0,,1662024069,,JZR309  ,,,LTFE,,Airbus A320-251N,A20N,9K-CBI
7808a7,1662008196.0,,1662008953,,CCA1214 ,,,ZBAA,,A321 232,A321,B-6917
ac83b4,1662049750.0,,1662055226,,N905WA  ,KVNC,,KHWO,,172N,,N905WA
39b083,1662016162.0,,1662021434,,ARL915  ,LFBD,,,,British Aerospace 125 1000B,H25C,F-HMED
0c203b,1662053886.0,,1662072936,,CMP476  ,,,KDEN,,737NG 8V3/W,B738,HP-1535CMP
3d1000,1662029099.0,,1662033634,,DEEHS   ,EDKB,,EDKB,,AA-5 Traveler,AA5,D-EEHS
45b873,1662009456.0,,1662013767,,SUS1445 ,LFML,,EDMA,,Dornier 328-310 Jet,J328,OY-NCS
501da9,1662038370.0,,1662039266,,CTN344  ,,LDZA,,LQSA,DHC-8 402,DH8D,9A-CQB
c81a02,1661999414.0,,1662001432,,ZKLJC   ,,,NZCH,,Piper PA-28-181,P28A,ZK-LJC
abc7c6,1662055561.0,,1662063449,,SWA2772 ,TJSJ,,KFLL,,737-800,,N8582Z
750278,1662016207.0,,1662019108,,FFM1671 ,,,WMSA,,ATR 72 500,AT75,9M-FYK
861ba8,1662070159.0,,1662073628,,ADO11   ,RJTT,,,,767 381ER,B763,JA607A
040105,1661999028.0,,1662000029,,ETH613  ,OMDB,,,,Boeing 777-360(ER),B77W,ET-ASK
800cc2,1662034800.0,,1662037785,,IGO7414 ,,,VIDN,,,,
ad72f1,1662021210.0,,1662025112,,FDX1755 ,KIND,,KIAD,,757-204,B752,N966FD
ac1963,1662044977.0,,1662054466,,N879SP  ,KAVL,,KMQS,,RV-10,,N879SP
a718ca,1662046328.0,,1662050439,,N5565P  ,KEYE,,K06C,,PA-24-180,,N5565P
ac1f61,1662041560.0,,1662043886,,RPA5656 ,KLGA,,KBOS,,ERJ 170-100 LR,E170,N880RW
c06d26,1662056333.0,,1662059129,,CGPIR   ,CZBB,,CZBB,,76 (Beech),,C-GPIR
abda0f,1662048571.0,,1662050618,,N863AU  ,KAUO,,KAUO,,172S,,N863AU
e492a5,1662001478.0,,1662003114,,AZU2713 ,SBKP,,,,A320 251NSL,A20N,PR-YRC
75807f,1662004294.0,,1662005469,,GAP2041 ,RPLL,,,,A320 214,A320,RP-C8606
a1cebd,1662035177.0,,1662039087,,N2152K  ,06FA,,KSFB,,182T,,N2152K
a031a5,1662071727.0,,1662074941,,N111TT  ,KBIS,,NA17,,SR22,,N111TT
a8d206,1662061206.0,,1662068025,,AAL1760 ,KPHX,,KAUS,,A320-232,A320,N668AW
a8d489,1662044265.0,,1662058884,,UAL1555 ,KIAH,,KSEA,,737-924ER,B739,N66814
778822,1662049092.0,,1662051322,,SAW351  ,,,,,A320 211,A320,YK-BAB
ab4b2b,1661991342.0,,1661992875,,N827DD  ,KCRQ,,KBUR,,BD-100-1A10,,N827DD
781151,1662021026.0,,1662021910,,CSN6251 ,,,,,A320 214SL,A320,B-8989
4bccaf,1662047521.0,1662047669.0,1662058473,,SXS7CU  ,EHAM,EHAM,,LTAC,Boeing 737NG 8HC/W,B738,TC-SEO
c819e0,1662064285.0,,1662065175,,ANZ032L ,,,NZAA,,DHC-8 311Q,DH8C,ZK-NEP
4c8070,1662035986.0,,1662041027,,CYP465  ,,,LCLK,,,,
717ce6,1662039664.0,,1662043908,,KNE211  ,,,OMDB,,Airbus A320-251N,A20N,HZ-NS44
c04b51,1662033168.0,,1662034999,,AKT1700 ,CYYC,,,,737-36N (Boeing),B733,C-GCNO
aa8fe2,1661990563.0,,1661992725,,N78TM   ,,,KCMA,,PA-28-181,,N78TM
a89234,1662020719.0,,1662055668,,UAL386  ,LDDU,,KEWR,,767-322,B763,N651UA
a802ef,1662036111.0,,1662037531,,N615SP  ,KMTN,,KLNS,,172S,,N615SP
a22a01,1662051125.0,,1662054955,,N239AT  ,KTTN,,KTTN,,PA-44-180,,N239AT
478e7a,1662031724.0,,1662041839,,FOX61T  ,LIRF,,ENGM,,737-82R (W),B738,LN-FGA
a9d4b5,1662027170.0,,1662029878,,RPA3478 ,VT48,,KEWR,,ERJ 170-200 LR,E75L,N732YX
a1933c,1662071501.0,,1662074458,,ENY3882 ,KDFW,,KLIT,,ERJ 170-200 LR,E75L,N200NN
4ca73b,1662017449.0,,1662025648,,RYR48BP ,EGCC,,EVTA,,BOEING 737-8AS,B738,EI-EBS
3c4b28,1662001184.0,,1662011690,1662011236.0,DLH761  ,,VIDP,EDDF,EDDF,B747-830,B748,D-ABYH
a057eb,1662022838.0,,1662028457,,FDX104  ,,,KMIA,,767-3S2F,B763,N121FE
abca1f,1662056431.0,,1662059273,,PDU59   ,1IN6,,7IN7,,PA-28-181,,N859PU
710118,1662003847.0,,1662009059,,SVA562  ,,,OMDB,,A320 214SL,A320,HZ-AS56
a9fb67,1662052018.0,,1662067949,,EJA742  ,KBFI,,KTEB,,BD-100-1A10,CL35,N742QS
a38c42,1662003900.0,,1662005829,,N328CH  ,4NY4,,6NY7,,EC 130 B4,EC30,N328CH
a385be,1661990575.0,,1661999915,,ASH5728 ,,,KPHX,,CRJ 900 ER,CRJ9,N326MS
300164,1662046475.0,,1662048675,,ITY1795 ,LIRF,,LICJ,,A319 112,A319,I-BIMA
a258ad,1662054273.0,,1662057743,,N250NC  ,KMCO,,KOPF,,B200C,BE20,N250NC
c006d9,1662072051.0,,1662073949,,CFCPK   ,CYHU,,CYND,,Piper PA-46-M500,P46T,C-FCPK
adfc63,1662036498.0,,1662041756,,CONGO11 ,KNPA,,KNPA,,T-1A Jayhawk,BE40,90-0405
a0145e,1662057673.0,,1662058767,,N104JF  ,63NY,,63NY,,208,C208,N104JF
7c6d39,1661990405.0,,1661992492,,VOZ925  ,,,YBBN,,737-8FE(WL),B738,VH-VUZ
a737c7,1662064225.0,,1662066923,,SWA2611 ,KBUR,,KSJC,,737-73V,B737,N564WN
47808e,1662033557.0,,1662043489,1662043507.0,WIF13Z  ,,ENVA,ENBO,ENBN,DHC-8 103B,DH8A,LN-WIF
a8c006,1662047384.0,,1662063824,,GTI3850 ,KPDX,,KBWI,,767-324,B763,N663GT
3424d1,1662007323.0,,1662013930,,VLG3KB  ,LEAL,,LFPG,,A320 214,A320,EC-JYX
a6ebc6,1662056112.0,,1662061073,,JIA5147 ,KDCA,,AL16,,CL-600-2C10,CRJ7,N545PB
a120af,1662054248.0,,1662059759,,N172AV  ,KRAL,,KRAL,,,,
155c2d,1662058401.0,,1662062170,,SDM6024 ,UUWW,,ULLI,,Sukhoi Superjet 100-95B,SU95,RA-89133
3c6489,1662033669.0,1662033670.0,1662041938,1662041780.0,DLH48Y  ,LPPT,LPPT,EDDF,EDDF,A321 231,A321,D-AIDI
a2d2da,1662064399.0,,1662067993,,N281MW  ,KCMH,,KTTN,,GULFSTREAM G280,,N281MW
c022ca,1662071363.0,,1662076640,,WEN3502 ,CYOW,,CYHZ,,DHC-8-402 (Dehavilland),DH8D,C-FNEN
4a914c,1662037972.0,1662037973.0,1662039379,1662039448.0,JET2    ,ESSB,ESSB,ESSD,ESSD,Falcon 7X,FA7X,SE-DJL
abd204,1662035652.0,,1662044457,,SWA2946 ,KDAL,,KDCA,,737-8H4,B738,N8606C
a0cbd2,1662051153.0,,1662054448,,OSU15   ,KOSU,,KOSU,,172S,,N150SU
3c4dca,1662008547.0,1662008590.0,1662010401,1662010399.0,DLH8UT  ,EDDF,EDDF,LSZM,LFSB,CRJ 900 LR NG,CRJ9,D-ACNJ
4ca8b9,1662045075.0,,1662046197,,SAS4169 ,ENBR,,ENZV,,CRJ 900 LR NG,CRJ9,EI-FPN
a8dea0,1662065075.0,,1662066208,,N6704D  ,KCMA,,CL74,,76,,N6704D
3ffa53,1662047835.0,,1662049418,,DMRBN   ,EDXG,,EDXG,,,,
800cbe,1662038288.0,,1662041526,,IGO7674 ,VECC,,,,,,
a9edbb,1661999911.0,,1662001976,,N739NW  ,74IN,,KHFY,,172N,,N739NW
4621e0,1662013300.0,,1662022664,,FNG8    ,,,EFOU,,Do 228 212,D228,OH-MVO
4d2272,1662009266.0,1662009242.0,1662017833,1662017831.0,RYR1SD  ,LIPE,LIPE,LEZL,LEZL,Boeing 737-8AS,B738,9H-QDH
4ca73f,1662056867.0,,1662062549,,RYR1MZ  ,LPPR,,LFOP,,BOEING 737-8AS,B738,EI-EBX
abf351,1662036376.0,,1662043169,,SWA906  ,KBWI,,,,737-8H4,B738,N8695D
a99804,1662061935.0,,1662073476,,N717WB  ,,,FD37,,RV8A,,N717WB
a4b1fe,1662060739.0,,1662064070,,KAP1031 ,,,,,402C,,N401SX
151eed,1662004706.0,,1662006833,,SBI5220 ,,,,,,,
c0714e,1662058790.0,,1662060748,,CGQXP   ,CYSN,,CYSN,,PA-28-161 (Piper),,C-GQXP
3ff2dc,1662041798.0,,1662052019,,DMSOI   ,EDXB,,EDAV,,,SKRA,D-MSOI
a28c23,1661992504.0,,1661999300,,SWA4609 ,KDCA,,KTPA,,737-7H4,B737,N263WN
a837fd,1662052037.0,,1662053564,,N629DF  ,,,4MI3,,PC-12/45,PC12,N629DF
4cad11,1662012621.0,1662012622.0,1662021235,1662021227.0,RYR43BD ,EGPH,EGPH,LEBL,LEBL,BOEING 737 MAX 8,B38M,EI-HGY
aad63b,1662040473.0,,1662042745,,N798FA  ,KFFC,,KFFC,,172S,,N798FA
ab6f32,1662039515.0,,1662043374,,N836FS  ,KISM,,KISM,,PA-28-161,,N836FS
e48198,1662072512.0,,1662075013,,TAM3697 ,SBRJ,,SBMT,,A319 132,A319,PR-MBU
ab40f8,1662023700.0,,1662053187,,DAL113  ,LIRF,,KBOS,,A330-302,A333,N824NW
a4b288,1662055360.0,,1662057566,,NAC721  ,,,PANC,,737-436,B734,N401YK
3d347e,1662038642.0,,1662040476,,DESDA   ,EDXC,,EDXJ,,Aerostyle Breezer,BREZ,D-ESDA
c819de,1661991697.0,,1661993064,,ANZ207L ,,,NZWB,,DHC-8 311Q,DH8C,ZK-NEM
a13530,1662054313.0,,1662055132,,N177WP  ,MN95,,KJKJ,,177RG,,N177WP
8880f7,1661995388.0,,1662002669,,HVN423  ,,,,,787 9,B789,VN-A867
c822df,1661994162.0,,1661998645,,SKL8    ,NZAA,,NZWN,,King Air B200,BE20,ZK-MFT
a56c4f,1662035093.0,,1662038025,,N449CS  ,KCPK,,KPGV,,172S,,N449CS
c002e4,1662059441.0,,1662076633,,CFBCL   ,CYEG,,CYVR,,45 (Learjet),LJ75,C-FBCL
ad1d3a,1662073541.0,,1662074304,,NKS652  ,,,KFLL,,A320-271N,,N944NK
a0e7ed,1662037284.0,,1662040889,,CNS16   ,KPHL,,KLCI,,PC-24,,N158AF
4ba90f,1662058632.0,,1662059909,,THY5XE  ,,,,,737NG 8F2/W,B738,TC-JHO
15200f,1662005393.0,,1662011176,,AFL1295 ,,,UUEE,,Airbus A320-214,A320,RA-73743
406c83,1662041400.0,,1662043079,,BHL200V ,EGPD,,,,,,
0d0bff,1662038569.0,,1662039479,,AMX508  ,,,,,Boeing 737 MAX 8,B38M,XA-CCC
a116e8,1662062920.0,,1662064393,,N17AV   ,KBID,,KMVY,,PA-28-181,,N17AV
e4988e,1662019060.0,,1662023224,,GLO9086 ,,,SBGL,,Boeing 737 MAX 8,B38M,PS-GPJ
e494bc,1662047497.0,,1662049974,,GLO1233 ,,,SDTB,,Boeing 737 MAX 8,B38M,PR-XMG
47807e,1662035677.0,,1662036937,,BHL941  ,,,ENBR,,S-92 A,S92,LN-ONB
396444,1661999184.0,,1662006954,1662006951.0,AFR149  ,,DNMM,LFPG,LFPG,Airbus A330 203,A332,F-GZCE
477ff5,1662028591.0,,1662031256,,HUAF357 ,LHKE,,,,Airbus A319-112,A319,605
a5d2c4,1662047678.0,,1662052150,,N4743N  ,KLHM,,KLHM,,182Q,,N4743N
7c7bd9,1662014275.0,,1662017061,,YQZ     ,YPPF,,YPPF,,,,
440484,1662036150.0,,1662039622,,EJU972U ,LFBD,,,,Airbus A319-111,A319,OE-LKC
a61c8b,1662057152.0,,1662063354,,N493PJ  ,KVCB,,KAPC,,407,,N493PJ
ab0633,1662050260.0,,1662053601,,N8094C  ,KBGM,,KART,,PA-28R-200,,N8094C
a8f9f2,1662035737.0,,1662037271,,FDX407  ,KSDF,,,,A300 F4-605R,A306,N678FE
342189,1662026647.0,1662026648.0,1662029309,,IBS38XN ,LEMD,LEMD,,LEST,A321 213,A321,EC-JEJ
a54169,1662046147.0,,1662050906,,LXJ438  ,KHPN,,69MI,,EMB-545,LJ45,N438FX
4066cf,1662025261.0,1662025797.0,1662033127,1662033126.0,TOM7LE  ,LEPA,LEPA,EGBB,EGBB,BOEING 737-8K5,B738,G-TAWH
a0af7f,1662055194.0,,1662058819,,N143TA  ,,,,,B200,,N143TA
152069,1662001885.0,,1662009355,,SVR262  ,USSK,,UUDD,,Airbus A320-214,A320,RA-73833
00834b,1662037636.0,,1662038474,,LNK142  ,,,FAOR,,Embraer ERJ-190,E190,ZS-YAD
aa1219,1662035409.0,,1662039057,,AAL2169 ,KDCA,,KBOS,,A319-112,A319,N748UW
151fbe,1662044261.0,,1662049589,,AUL518  ,ULMM,,ULLI,,A320-251N ,A20N,RA-73662
4cab69,1662063984.0,,1662067768,,MSA55B  ,LIBD,,LIPO,,Boeing 737-490(SF),B734,EI-GUA
ab0294,1662038587.0,,1662041960,,N80842  ,,,KMNV,,172M,,N80842
a91986,1662028590.0,,1662031465,,PDT6163 ,KALB,,KPHL,,EMB-145LR,E145,N686AE
06a2b3,1661998731.0,,1662009269,1662009245.0,QTR6P   ,,OTHH,EDDF,EDDF,,,
885306,1662030042.0,,1662031031,,THD284  ,,,VTBS,,A320 232,A320,HS-TXF
a02b4c,1662038786.0,,1662041632,,N11QV   ,82FL,,KF45,,QUESTAIR VENTURE,,N11QV
400b84,1662039943.0,,1662047332,,BAW617  ,LIRZ,,EGLL,,AIRBUS A319-131,A319,G-DBCF
a06386,1662054242.0,,1662057580,,N124KY  ,KSPG,,KSPG,,T182T,,N124KY
4aca4e,1662020672.0,1662020673.0,1662024015,1662024014.0,NSZ3196 ,EKCH,EKCH,ESSA,ESSA,737-8JP (W),B738,SE-RRN
406942,1662044843.0,,1662046581,,GSNSI   ,EGNJ,,,,AGUSTA AW139,A139,G-SNSI
a67b76,1662038447.0,,1662042682,,N517AF  ,K1N7,,KMMU,,PA-28-181,C55B,N517AF
a63a3e,1662053852.0,,1662063695,,N500DC  ,KXLL,,PA84,,369D,H500,N500DC
404918,1662025018.0,,1662026577,,GEGCD   ,EGGP,,EGCV,,CESSNA 172S Skyhawk,C172,G-PFCL
a37970,1662037739.0,,1662055037,,N32296  ,KCOI,,NC79,,PA-28-140,,N32296
abbcc1,1662052271.0,,1662060505,,SWA710  ,KMIA,,21XS,,737-800,,N8553W
a1c1c7,1661990403.0,,1661995852,,RPA5840 ,KTEB,,KIND,,ERJ 170-200 LR,E75S,N212JQ
a44548,1662057176.0,,1662060645,,DAL857  ,KATL,,KCVG,,737-832,B738,N3742C
a407ab,1662049554.0,,1662050410,,EJA359  ,KPDK,,,,680,C680,N359QS
a982a9,1662067035.0,,1662068122,,N7114A  ,,,KFCM,,PA-28-181,,N7114A
a2cf06,1662033875.0,,1662035142,,N280LS  ,KPTK,,CYXU,,GULFSTREAM G280,G280,N280LS
ae5b8d,1662063381.0,,1662067526,,53455615,,,KSEM,,,,
a39fb7,1662037365.0,,1662042155,,UAL735  ,,,KDEN,,737-824,B738,N33209
a3cff1,1662039563.0,,1662040401,,N345AR  ,KUNI,,K3I2,,172P,,N345AR
a88935,1662047523.0,,1662048398,,N6491R  ,8TS6,,KRBD,,PA-28-140,,N6491R
440824,1662065137.0,1662065138.0,1662067287,1662067296.0,AUA743  ,LOWW,LOWW,LZKZ,LZKZ,EMB-195 LR,E195,OE-LWH
4074c1,1662051229.0,,1662057727,,EXM37   ,EGBJ,,EGBJ,,,,
485b42,1662026901.0,,1662064284,,KLM601  ,EHAM,,KLAX,,Boeing 787-10,,PH-BKA
ac6fe2,1662031149.0,,1662034678,,N900HG  ,KTEB,,CYUL,,FALCON 900 EX,F9EX,N900HG
44d88d,1662019575.0,,1662022303,,OOVDM   ,EBNM,,EBNM,,Robinson R44 Raven II,R44,OO-VDM
a600d9,1662058482.0,,1662062201,,N486WB  ,KCDW,,KPYM,,SR22T,,N486WB
a24b6f,1662044727.0,1662044681.0,1662051304,1662051302.0,N247QS  ,LIMJ,LIMJ,EGGW,EGGW,CL-600-2B16,,N247QS
aac3b8,1662040989.0,,1662045117,,NFX600  ,KSJC,,KBUR,,B300,,N793FS
7c499c,1662066431.0,,1662070119,,PE311   ,YWLM,,YSCB,,JETSTREAM SERIES 3200,JS32,VH-OTQ
3432ce,1662024462.0,,1662028436,,CUCO502 ,LETO,,,,CN-235-300,CN35,T.19B-22
a8dc84,1662056225.0,,1662057246,,WDY670  ,KMDW,,KPWK,,MYSTERE FALCON 900,F900,N670JD
a4b459,1662054132.0,,1662055227,,FNX302  ,KEHO,,KJQF,,402B,,N402CZ
a1e8c5,1662040457.0,,1662044548,,N222DL  ,59NY,,KDKK,,PA-28-140,,N222DL
4caab4,1662060285.0,,1662063492,,ITY1752 ,,,LIRF,,A319-111,A319,EI-IMX
a7c80b,1662045590.0,,1662055841,,N600JD  ,KBFI,,2IL3,,GV-SP (G550),,N600JD
7583a4,1661998655.0,,1662002283,,CEB886  ,,,RPLL,,A320 214SL,A320,RP-C4102
aceaf3,1662042569.0,,1662044480,,N931SC  ,KERI,,KERI,,PA-38-112,,N931SC
896569,1662065380.0,,1662066419,,FDB1685 ,OMDB,,,,Boeing 737 MAX 8,B38M,A6-FMS
a0e6c4,1662015201.0,,1662028130,,UAL744  ,KSBA,,KORD,,737-724,B737,N15710
4baa8d,1662028130.0,1662028132.0,1662037514,1662037692.0,THY68DG ,LSGG,LSGG,LTFM,LTFM,A321 231SL,A321,TC-JTM
4ca800,1662065767.0,,1662068351,,ITY1719 ,LIRF,,,,A320-216,A320,EI-DTK
ae5e05,1662049191.0,,1662050270,,BACKY43 ,,,,,,,
a93a5c,1662061145.0,,1662066355,,N694JB  ,KRYW,,OK49,,300,BE30,N694JB
a42afe,1662062190.0,,1662063117,,LTA68   ,KIND,,IN25,,DA 40 NG,,N368L
add2aa,1662046149.0,,1662047320,,NASA990 ,KMFD,,K12G,,PC-XII 47E,PC12,N990AG
4b012f,1662064367.0,,1662067728,1662067726.0,AZD093  ,,ESNU,ESSA,ESSA,ATR 72-212A,,HB-ALR
a12151,1662066407.0,,1662067558,,N172HG  ,KLOT,,03IL,,172S,,N172HG
a7c00f,1662061440.0,,1662064526,,JIA5582 ,KCLT,,KIAD,,CL-600-2D24,CRJ9,N599NN
c06e45,1662039460.0,,1662073031,,TSC309  ,LIRF,,CYYZ,,A330-243 (Airbus),A332,C-GPTS
a12a83,1662068734.0,,1662069592,,N17409  ,KVNC,,KSRQ,,172S,,N17409
a24720,1662050086.0,,1662051984,,RPA5778 ,KLGA,,KBOS,,ERJ 170-200 LR,,N246JQ
c816e8,1662070352.0,,1662076067,,ZKEDS   ,NZHS,,NZOM,,Beech F33A Bonanza,BE33,ZK-EDS
abb172,1662049899.0,,1662052134,,SWA636  ,KIAH,,KDAL,,737NG 800/W,B738,N8522P
a4e3cc,1662067166.0,,1662072331,,N414JH  ,,,KRAP,,PA-34-200T,,N414JH
a79c68,1662064440.0,,1662066569,,N59PW   ,,,KCPK,,EMB-500,E50P,N59PW
a99f16,1661995184.0,,1662000508,,SKW3009 ,KDFW,,KCOS,,CL-600-2C10,CRJ7,N719SK
a8f9f2,1662011686.0,,1662012411,,FDX1383 ,KBNA,,,,A300 F4-605R,A306,N678FE
a80c4e,1661992701.0,,1661996789,,N61786  ,OR28,,KMMV,,172M,,N61786
a25fb5,1661994943.0,,1661997293,,N252JA  ,KMQJ,,KMQJ,,HARMONY LSA,,N252JA
4ca910,1662052052.0,,1662055467,,RYR17GR ,EGKK,,EIDW,,BOEING 737-8AS,B738,EI-EPB
3442cc,1662059596.0,1662059582.0,1662060855,1662060876.0,ANE16FC ,LEMH,LEMH,LEPA,LEPA,ATR 72 600,AT76,EC-LRU
adaee8,1662058935.0,,1662069767,,AAL828  ,,,,,737NG 823/W,B738,N981AN
ac122a,1662004504.0,,1662006746,,N       ,KVGT,,1AZ8,,DA 40,,N877US
4ca97b,1662016722.0,,1662019402,,RYR813  ,EGPH,,EIDW,,BOEING 737-8AS,B738,EI-EST
8007cf,1662048410.0,,1662049850,,IGO855  ,VOBL,,,,A320 232SL,A320,VT-IFS
71c027,1661990404.0,,1661991227,,KAL630  ,,,RKSI,,A330 323E,A333,HL8027
ad2dd1,1661999006.0,,1661999663,,N9484N  ,KEMT,,KCCB,,PA-28R-200,,N9484N
a77c11,1661991316.0,1661991845.0,1662014327,1662014353.0,UAL36   ,KEWR,KEWR,EGPH,EGPH,757-224,B752,N58101
4caaa7,1662053161.0,,1662056223,,ITY1364 ,LIPQ,,LIRF,,A319-111,A319,EI-IMV
4b1a5f,1662049293.0,1662049296.0,1662055183,,EZS1309 ,LSGG,LSGG,,LATI,A320 214,A320,HB-JZR
155c1e,1662016415.0,,1662022108,,SSF324  ,,,ULLI,,Sukhoi Superjet 100-95B,SU95,RA-89118
0d0e01,1661992324.0,,1661996200,,VOI420  ,MMTJ,,,,Airbus A321-271NX,A21N,XA-VSM
c0187a,1662068270.0,,1662073765,,JZA796  ,KSTL,,CYYZ,,Mitsubishi CRJ-900LR,CRJ9,C-FJGZ
ac71e7,1662032827.0,,1662035845,,AAL400  ,KDCA,,KCLT,,A319-115,A319,N90024
a89749,1662054870.0,,1662061754,,N65251  ,KBJC,,KBJC,,172S,C172,N65251
a6632e,1662032142.0,,1662038968,,N510TX  ,KPWK,,KFCM,,SR22T,C510,N510TX
152000,1661994885.0,,1662000609,,AFL1245 ,,,UUEE,,,,
884202,1662013217.0,,1662013888,,BKP433  ,VTBS,,,,A319 132,A319,HS-PPB
a65170,1662031832.0,,1662036892,,NKS3100 ,KMIA,,KATL,,A319-132,A319,N506NK
4ca25a,1662048186.0,,1662051256,,RYR4NJ  ,,,LEMG,,BOEING 737-8AS,B738,EI-DHE
471efe,1662010176.0,,1662017787,,WZZ692  ,,,,,A321-231 ,A321-231 ,HA-LTE
7cfa17,1662010360.0,,1662012545,,TAIP55  ,,,YRBN,,EC135 T2+,EC35,N52-015
ad1f8c,1662058105.0,,1662063522,,N9448Z  ,KADS,,KF69,,172R,,N9448Z
a69b86,1662000813.0,,1662002510,,JIA5373 ,KCLT,,,,CL-600-2C10,CRJ7,N525AE
490734,1662041681.0,,1662050766,,RVP954  ,LPCS,,LPVR,,Do 228 201,D228,CS-AYT
ae4eac,1662050721.0,,1662054299,,TEXN194 ,93FD,,93FD,,T-6B Texan II,TEX2,166195
39d303,1662012739.0,,1662022074,,TVF3224 ,LFHC,,,,Boeing 737-8JP,B738,F-HUYD
c03e5c,1662073186.0,,1662074652,,CFXPZ   ,,,CYBA,,M20E (Mooney),,C-FXPZ
a59ef7,1662037381.0,,1662038695,,SKW4255 ,,,KMSP,,CL-600-2B19,CRJ2,N461SW
ad046b,1661990404.0,,1661994659,,ASH5754 ,,,8TX7,,CL-600-2D24,CRJ9,N938LR
4ca567,1662039301.0,,1662043615,,RYR3TP  ,EGCC,,,,BOEING 737-8AS,B738,EI-DWB
152014,1662025063.0,,1662035513,,AFL1053 ,,,UUEE,,,,
43c8f1,1662043565.0,,1662047920,,SYS126  ,EGOS,,EGOS,,Juno HT.1,EC35,ZM523
a48e46,1661990404.0,,1661994785,,DAL2183 ,,,KMSP,,A321-211,,N393DN
344694,1662062018.0,1662062020.0,1662070996,1662071156.0,VLG1WD  ,EBBR,EBBR,LEMG,LEMG,A320 232SL,A320,EC-MFK
a1f838,1662049897.0,,1662052394,,N226KM  ,KPWK,,KPWK,,SR20,,N226KM
a741be,1662013708.0,,1662017676,,N567JL  ,LFPN,LFPM,LFPN,LFPN,95-B55,,N567JL
ab65ec,1662047536.0,,1662050962,,ROK30   ,KFFZ,,KFFZ,,PA-28-180,,N8330W
aae73b,1662069096.0,,1662074809,,SCX633  ,KMSP,,KBNA,,737-8Q8,B738,N801SY
a81c98,1662056183.0,,1662057111,,N6212F  ,KSNS,,3CA9,,172N,,N6212F
a97328,1662059652.0,,1662061871,,N708KA  ,KBFI,,38WA,,DHC-3,,N708KA
a65598,1661990804.0,,1661994767,,SKW6242 ,,,KPHX,,ERJ 170-200 LR,,N507SY
7c3e72,1662014972.0,,1662015774,,MMC     ,,,YNSH,,560,C560,VH-MMC
a7fc88,1662075183.0,,1662076090,,N6132G  ,KPAE,,80WA,,172N,,N6132G
8881a8,1662013644.0,,1662015037,,VJC274  ,,,VVCI,,Airbus A321-211,A321,VN-A532
a8b38b,1662033213.0,,1662034274,,N66TB   ,MA72,,KPYM,,PA-31-350,,N66TB
ac234a,1662057350.0,,1662059875,,GPD881  ,KMVY,,KHPN,,,,
4408ec,1662013786.0,1662013789.0,1662019369,1662019311.0,EWG4NK  ,LEPA,LEPA,LSZH,LSZH,A320-214,A320,OE-IQA
a51ed1,1662063524.0,,1662067407,,UAL2369 ,,,KDEN,,A320-232,A320,N429UA
a64d22,1661990404.0,,1661993233,,N505GJ  ,,,KAXH,,35A,LJ35,N505GJ
a67c03,1662056520.0,,1662060414,,LXJ517  ,,,KDAL,,BD-100-1A10,CL30,N517FX
ad28ce,1662073612.0,,1662074826,,SKW5136 ,KVCT,,KEYQ,,CL-600-2B19,CRJ2,N947SW
407e3a,1662015805.0,,1662022190,,GSOLE   ,EGGP,,LSGG,,,,
750494,1661996721.0,,1661998844,,AXM5345 ,WBKK,,,,Airbus A320-251N,A20N,9M-RAJ
a3ba07,1662055023.0,,1662062860,,N3393H  ,0NJ6,,KN12,,PA-12,,N3393H
4aca6f,1662046182.0,,1662049909,,SAS2872 ,EKCH,,ENBR,,,,
aabf80,1662024496.0,1662024497.0,1662052790,1662053087.0,AAL731  ,EGLL,EGLL,2NC1,KCLT,777-223,B772,N792AN
ab3dac,1662067514.0,,1662068121,,N823TC  ,KDET,,KDET,,R44 II,,N823TC
4d23a3,1662061696.0,,1662065427,,EZY729U ,EGKK,,EGAA,,,,
44ce73,1662044974.0,1662044975.0,1662048957,1662048951.0,BEL1IM  ,EBBR,EBBR,LIML,LIML,A319 111,A319,OO-SSS
c828ca,1662005460.0,,1662007797,,ZKEBM   ,,,NZWL,,PA-28-161 Warrior II,P28A,ZK-EBM
